Model.Name,Landscape.Covariates,Estimate,Standardized.Coefficient,Std.Error,t.Value,p.Value,Significance,Correlation.w..thermal.sensitivity,R.Squared,Adjusted.R.Squared,F.statistic,F.p.Value,Number.of.Significant.Covariates,Total.Number.of.Covariates
model_all_candidates,channel_slope,0.014946995023208131,0.0028359638637195927,0.5770042852930637,0.025904478362091313,0.9794944013931958,,-0.28205644578558814,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,elevation_m,1.509511145355252e-4,0.29947970010870245,2.797266442052888e-4,0.5396379560637905,0.5931823152766986,,-0.6888688794659481,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,base_flow_index,-0.0077663006162736045,-0.5336678082766945,0.00832920824732885,-0.9324176303028842,0.35810295896892463,,-0.7724074770534384,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,summer_mean_max_air_temp_c,0.17022536806985655,1.8662018847162607,0.11557161399605573,1.472899461935922,0.1505470031158284,,0.20534221151587537,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,summer_max_air_temp_c,-0.14972087188283623,-1.6784991317436724,0.08681014211851838,-1.7246933161153954,0.09423100754831282,.,-0.07225331320705052,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,annual_precip_mm,5.343731958896696e-4,1.0821527014048462,0.0014482005149549888,0.36899116549912175,0.7145646211176944,,-0.4891129581999647,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,summer_precip_mm,-8.526916941315889e-4,-0.14164675312101058,0.002630128351825201,-0.3242015521941566,0.7478951410298167,,0.4344204324449728,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,summer_mean_air_temp_c,-0.002705045164373183,-0.024767545452213765,0.0795322056618115,-0.03401194700767677,0.9730788976317992,,0.3893606096971082,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,wet_season_precip_mm,-4.1926373034677607e-4,-0.7413409512193511,0.0016869055377746471,-0.24854013515176765,0.8053047083985851,,-0.4988903929718069,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,developed_upstream_pct,-0.29877018999369653,-0.16950530502472647,0.42740583057334064,-0.6990316196503761,0.4895822729827254,,0.6787821641145126,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,lakes_upstream_pct,-6.481922645218223,-0.14160800660266434,6.845262286660623,-0.94692100518187,0.3507752664402072,,-0.15386186555194964,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,agricultural_upstream_pct,0.38205430010859714,0.40243126668798834,0.2974704069193299,1.2843438917680483,0.20824239353992072,,0.649228091817847,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,burned_upstream_pct,-0.41137133541781523,-0.3976823429989804,0.26617729601117446,-1.5454786774922582,0.13206395050461978,,-0.24352306143016214,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,road_density_upstream,-0.016351485529224146,-0.09049255282210532,0.03784612485017569,-0.4320517779285464,0.6686012479211452,,-0.025284195983681253,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,high_cascades_upstream_pct,-0.2312739276539627,-0.3866369049166318,0.09906681288403746,-2.3345247608266164,0.02600496453509624,*,-0.7781816949824829,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,wetlands_upstream_pct,-5.00924529711659,-0.150233471543505,6.978363221206327,-0.7178252461686364,0.47807315621044744,,0.23553679911380548,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,veg_cover_upstream_pct,-0.014919063073134571,-1.6051397310766622,0.006754139325948043,-2.2088770090688734,0.034463315795487365,*,-0.4855812910416477,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,veg_height_upstream_m,0.037051637181498294,1.47813029726276,0.01887599834139175,1.9628968233298982,0.05840054023212719,.,-0.6586379610906958,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,forest_upstream_pct,0.2522637180511026,0.47422598355923057,0.15448220013989059,1.632963006887955,0.11227950407874086,,-0.4073377250174763,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,shrub_upstream_pct,0.4154132500303858,0.6176373479958706,0.142312942645176,2.9190124405348112,0.006380297568286164,**,0.01767321448277069,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,upstream_area_km2,-1.1622411745696102e-4,-0.4457537431701044,5.087571780805716e-5,-2.284471305062445,0.029119792366897237,*,-0.004405605090907665,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,burned_reach_pct,0.19336384002249465,0.21381869140890866,0.14611695293637453,1.3233497971087134,0.19509691390161032,,-0.08320302557454584,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,agricultural_reach_pct,-0.1545316717920009,-0.18679006451454927,0.1835636642803117,-0.8418423787619679,0.406123860662303,,0.61451324597154,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,wetlands_reach_pct,-0.7120462579889161,-0.37969023624174353,0.31285106594959694,-2.27599115198039,0.02967964934554179,*,0.21157795842117938,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,lakes_reach_pct,5.530980451333662,0.26977821218423365,7.196204399607382,0.7685969080638436,0.44776824664078607,,0.3473413764039266,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,high_cascades_reach_pct,0.2740096360949295,0.334389688448789,0.1369390484423159,2.0009605675794737,0.05393937350396778,.,-0.5931309100756962,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,developed_reach_pct,0.14867839489883658,0.11552472876262841,0.3573319271051647,0.4160792350779216,0.680129419643704,,0.57011428269670406,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,road_density_reach,0.008016496673609489,0.078934932982115,0.01750659834573983,0.4579128689246632,0.650109388173771,,-0.03574874588454781,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,veg_cover_reach_pct,0.006522502067608714,0.7813610333170391,0.005741100552126216,1.1361065719695689,0.26434916028177896,,-0.5782973678359032,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,veg_height_reach_m,-0.02210207935476079,-1.0526860246024692,0.017487267905059577,-1.263895508135151,0.21539729464132856,,-0.5955520554419298,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,developed_buffer_pct,-0.7974562248741537,-0.32146673352488325,0.5834337395354607,-1.3668325481298031,0.18120449597978389,,0.45060408132117535,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,agricultural_buffer_pct,-0.12820958076452943,-0.0875093210752853,0.2662604068903043,-0.4815195103992689,0.6334239933039341,,0.4787381489022917,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,burned_buffer_pct,-0.5233723208364858,-0.3460066065574235,0.34434106513397605,-1.5199242083800035,0.1383501210228788,,-0.042142630868638814,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,wetlands_buffer_pct,0.256619063885425,0.2436243508993754,0.14983516603739655,1.7126758068354717,0.09644751077810819,.,0.140769789496879,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,lakes_buffer_pct,-0.287631584280135,-0.13035345499524506,0.7683009836507523,-0.37437357285863393,0.7105958640258216,,0.37400756401057805,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,high_cascades_buffer_pct,-0.15209341652428113,-0.11726394823206666,0.16793437444364084,-0.905671736523031,0.3718786410799404,,-0.4794946192899239,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,road_density_buffer,0.008155647721321107,0.11391380135779862,0.009976173553417313,0.8175126141953907,0.41968105025795244,,-0.009203320674332972,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,veg_height_buffer_m,0.01481106824349554,0.6174648766726137,0.014382288270825133,1.0298130564897798,0.3108190578893834,,-0.37778599806931973,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
model_all_candidates,veg_cover_buffer_pct,-0.008415123603293571,-0.8435369185298495,0.006060432408595035,-1.3885351796612835,0.1745645012577414,,-0.28992056183508985,0.903291593726571,0.7854282235808293,7.663887368990252,3.023002579547457e-8,5,39
